,Tanggal,Sebenarnya,Prediksi,Galat,Galat (%)
0,2023-09-01T00:00:00.000,153.27,152.5280303955078,0.7419696044921977,0.48409317184850115
1,2023-10-01T00:00:00.000,121.14,149.39476013183594,-28.254760131835937,-23.324054921442908
2,2023-11-01T00:00:00.000,102.18,140.7312469482422,-38.55124694824218,-37.72875998066371
3,2023-12-01T00:00:00.000,120.15999999999998,130.74851989746094,-10.588519897460955,-8.812017224917573
4,2024-01-01T00:00:00.000,123.81,127.81912994384766,-4.009129943847654,-3.2381309618347904
