Date,HLAG.DE,HLAG.DE,HLAG.DE,HLAG.DE,HLAG.DE
2015-11-01T00:00:00.000,11.56026840209961,12.961513295680094,11.350081499210592,11.706231904332421,4747062
2015-12-01T00:00:00.000,11.755858421325684,12.84474182975624,11.297534585383685,11.560268209620428,1043469
2016-01-01T00:00:00.000,9.884613037109375,11.96896532968185,9.709457287676425,11.755858417418679,467758
2016-02-01T00:00:00.000,10.21741008758545,10.375050279456232,8.521320269701247,9.703620583052363,384968
2016-03-01T00:00:00.000,9.400014877319336,10.596910991047793,9.248213064815609,10.302065152091714,418785
2016-04-01T00:00:00.000,11.618653297424316,11.624491071684332,9.12560568391922,9.341630347849469,442933
2016-05-01T00:00:00.000,11.714990615844727,12.202506748040062,10.748715014085379,11.624492719510716,613567
2016-06-01T00:00:00.000,11.093186378479004,11.881386110750217,9.989706303027468,11.498963481975297,970232
2016-07-01T00:00:00.000,9.750328063964844,11.13989523682704,9.400017101847965,10.906354970642356,448447
2016-08-01T00:00:00.000,9.464239120483398,9.916725176104096,8.932934104280102,9.767842790942145,1139617
2016-09-01T00:00:00.000,10.678651809692383,11.466851565732163,9.475917150345234,9.475917150345234,761930
2016-10-01T00:00:00.000,10.588155746459961,10.897597219323602,10.144427438122896,10.678652515486188,298392
2016-11-01T00:00:00.000,10.509334564208984,10.739955919796538,9.934239493154928,10.544365713193402,722107
2016-12-01T00:00:00.000,12.8155517578125,12.903128514067882,10.392565567074273,10.60567137122311,1053376
2017-01-01T00:00:00.000,16.71276092529297,17.08934577083783,12.821387940261326,12.844741288756794,1387743
2017-02-01T00:00:00.000,16.493818283081055,16.861645386912166,15.594686113058149,16.71860188842664,1022633
2017-03-01T00:00:00.000,16.05592918395996,18.586927589937034,14.844435588258486,16.645618724324745,2086685
2017-04-01T00:00:00.000,15.764001846313477,16.5580404444901,15.060460004555626,16.123069984903953,682534
2017-05-01T00:00:00.000,16.236921310424805,17.223631226933158,15.150956849981176,15.764001938921687,1560869
2017-06-01T00:00:00.000,14.876547813415527,16.368289487313973,14.640087545002265,16.23108377115627,1472625
2017-07-01T00:00:00.000,19.500656127929688,20.779293194021765,14.859032924971805,15.01083421055982,3445686
2017-08-01T00:00:00.000,21.211341857910156,22.291467522494344,19.35761085137296,19.456866530546815,2620304
2017-09-01T00:00:00.000,20.872705459594727,23.7248216601647,20.697549725569218,21.342705928776827,2464308
2017-10-01T00:00:00.000,22.20258331298828,22.598005303526506,20.373025196401652,20.983861745937574,2520017
2017-11-01T00:00:00.000,18.57297706604004,22.400298504313657,17.79393910626651,22.400298504313657,5492797
2017-12-01T00:00:00.000,19.771038055419922,19.791694273781673,17.799835962228173,18.708714072863177,1853018
2018-01-01T00:00:00.000,19.723825454711914,21.60059907534904,18.94478760290321,19.771040961541182,2635722
2018-02-01T00:00:00.000,19.67660903930664,20.65630813508788,18.00049708914801,19.948091405898797,1679899
2018-03-01T00:00:00.000,18.708715438842773,19.735627871460643,17.008995591834953,19.534966484998893,3676910
2018-04-01T00:00:00.000,21.010419845581055,22.07274629113556,17.575571467592923,18.70871780005156,2179244
2018-05-01T00:00:00.000,21.305509567260742,22.367835990011606,19.818257078128237,21.01041939457647,1515073
2018-06-01T00:00:00.000,18.000499725341797,22.42685211681929,16.59587106174531,21.553385515064175,1464491
2018-07-01T00:00:00.000,20.467456817626953,21.80126355484854,16.584069761302654,17.705412316192202,857706
2018-08-01T00:00:00.000,21.822614669799805,22.33933994769592,19.08277127563991,20.933367423294293,667485
2018-09-01T00:00:00.000,19.563444137573242,22.952197465017647,19.527392741226578,21.89471275918472,625268
2018-10-01T00:00:00.000,19.63554573059082,21.630343932075043,17.724865166561493,19.683611969693455,412640
2018-11-01T00:00:00.000,17.087970733642578,20.104200927087714,16.667380286173618,19.57546087681646,387815
2018-12-01T00:00:00.000,13.458880424499512,18.001252324239513,13.158458981336501,17.724865146617635,380018
2019-01-01T00:00:00.000,13.218544006347656,14.792752933169224,12.641735363431508,13.458880940896053,536561
2019-02-01T00:00:00.000,15.561829566955566,16.559228605066647,13.122407919793732,13.290644330156088,466623
2019-03-01T00:00:00.000,16.94376564025879,17.075950629820746,14.023669571980241,15.465691911445195,426286
2019-04-01T00:00:00.000,16.493135452270508,18.025284146299263,15.591871244955543,17.063935429293295,321732
2019-05-01T00:00:00.000,17.24418830871582,17.24418830871582,13.849425672242328,16.4931348309149,1576353
2019-06-01T00:00:00.000,23.132450103759766,23.462913218263896,16.943769105835955,17.093979820795433,1495047
2019-07-01T00:00:00.000,22.998918533325195,25.08149831454616,21.33889153858387,23.270559774828353,551397
2019-08-01T00:00:00.000,38.27116775512695,38.45226114395388,21.97272131161004,23.029102099615766,1373594
2019-09-01T00:00:00.000,39.84064483642578,42.85887550585198,37.18460092623983,38.09007012706768,605658
2019-10-01T00:00:00.000,39.35772705078125,41.77231164544157,34.34746678013388,39.35772705078125,1527182
2019-11-01T00:00:00.000,44.18689727783203,48.05023364110998,39.719919357167086,39.719919357167086,634287
2019-12-01T00:00:00.000,46.17893600463867,47.205132740337454,41.53086193524274,44.609456747794276,329474
2020-01-01T00:00:00.000,44.79054641723633,49.49898864248389,42.79851671075085,46.17893452621972,343536
2020-02-01T00:00:00.000,43.039974212646484,49.13679967222441,41.16866738174068,44.42835765487244,532410
2020-03-01T00:00:00.000,42.97960662841797,46.66185204972937,33.864550135098014,43.583252814802805,873605
2020-04-01T00:00:00.000,79.19837951660156,102.2576624907727,37.305334661198586,41.95341085697758,488900
