,Tanggal,Harga yang Diprediksi
0,2025-05-31T00:00:00.000,133.3439178466797
1,2025-06-30T00:00:00.000,133.8277587890625
2,2025-07-31T00:00:00.000,133.95083618164062
3,2025-08-31T00:00:00.000,134.22537231445312
4,2025-09-30T00:00:00.000,134.27479553222656
5,2025-10-31T00:00:00.000,134.23973083496094
6,2025-11-30T00:00:00.000,134.32998657226562
7,2025-12-31T00:00:00.000,134.34671020507812
8,2026-01-31T00:00:00.000,134.3610076904297
9,2026-02-28T00:00:00.000,134.36883544921875
