,Tanggal,Harga yang Diprediksi
0,2025-05-30T00:00:00.000,148.6100311279297
1,2025-06-06T00:00:00.000,144.47459411621094
2,2025-06-13T00:00:00.000,141.9259033203125
3,2025-06-20T00:00:00.000,140.4516143798828
4,2025-06-27T00:00:00.000,139.8902130126953
5,2025-07-04T00:00:00.000,140.0247039794922
6,2025-07-11T00:00:00.000,140.59217834472656
7,2025-07-18T00:00:00.000,141.33843994140625
8,2025-07-25T00:00:00.000,142.05987548828125
9,2025-08-01T00:00:00.000,142.62355041503906
