,Tanggal,Close yang Diskalasikan
0,2015-11-02T00:00:00.000,0.0110939791658832
1,2015-11-09T00:00:00.000,0.010417058403219132
2,2015-11-16T00:00:00.000,0.010755518784551166
3,2015-11-23T00:00:00.000,0.011018765747809411
4,2015-11-30T00:00:00.000,0.011282012711067657
5,2015-12-07T00:00:00.000,0.012259787146026851
6,2015-12-14T00:00:00.000,0.0110939791658832
7,2015-12-21T00:00:00.000,0.012748674363506456
8,2015-12-28T00:00:00.000,0.010943552329735623
9,2016-01-04T00:00:00.000,0.009326463841149261
10,2016-01-11T00:00:00.000,0.005152119138054231
11,2016-01-18T00:00:00.000,0.004287164830205713
12,2016-01-25T00:00:00.000,0.003873491030799897
13,2016-02-01T00:00:00.000,0.0030085367229513785
14,2016-02-08T00:00:00.000,0
15,2016-02-15T00:00:00.000,0.004211951412131924
16,2016-02-22T00:00:00.000,0.0042495581211688185
17,2016-02-29T00:00:00.000,0.00492647888383288
18,2016-03-07T00:00:00.000,0.0021059757060659656
19,2016-03-14T00:00:00.000,0.0042495581211688185
20,2016-03-21T00:00:00.000,0.004512805084427064
21,2016-03-28T00:00:00.000,0.001391448234365017
22,2016-04-04T00:00:00.000,0.0028205031777669143
23,2016-04-11T00:00:00.000,0.002181189124139747
24,2016-04-18T00:00:00.000,0.006882027753751269
25,2016-04-25T00:00:00.000,0.010417058403219132
26,2016-05-02T00:00:00.000,0.010943552329735623
27,2016-05-09T00:00:00.000,0.008875183332706559
28,2016-05-16T00:00:00.000,0.009364070550186156
29,2016-05-23T00:00:00.000,0.011394832838178333
30,2016-05-30T00:00:00.000,0.01034184498514535
31,2016-06-06T00:00:00.000,0.010868338911661841
32,2016-06-13T00:00:00.000,0.007822195479673576
33,2016-06-20T00:00:00.000,0.005452972810349371
34,2016-06-27T00:00:00.000,0.008047835733894927
35,2016-07-04T00:00:00.000,0.005377759392275583
36,2016-07-11T00:00:00.000,0.007972622315821146
37,2016-07-18T00:00:00.000,0.0026700763416193443
38,2016-07-25T00:00:00.000,0.0033846038133203
39,2016-08-01T00:00:00.000,0.00199315557895529
40,2016-08-08T00:00:00.000,0.00184272874280772
41,2016-08-15T00:00:00.000,0.00184272874280772
42,2016-08-22T00:00:00.000,0.0027452897596931328
43,2016-08-29T00:00:00.000,0.004061524575984354
44,2016-09-05T00:00:00.000,0.006430747245308566
45,2016-09-12T00:00:00.000,0.0073333082621939785
46,2016-09-19T00:00:00.000,0.009326463841149261
47,2016-09-26T00:00:00.000,0.006882027753751269
48,2016-10-03T00:00:00.000,0.006656387499529917
49,2016-10-10T00:00:00.000,0.006280320409160996
50,2016-10-17T00:00:00.000,0.006731600917603706
51,2016-10-24T00:00:00.000,0.006581174081456129
52,2016-10-31T00:00:00.000,0.0043999849573163816
53,2016-11-07T00:00:00.000,0.006618780790493023
54,2016-11-14T00:00:00.000,0.005001692301906661
55,2016-11-21T00:00:00.000,0.005904253318792074
56,2016-11-28T00:00:00.000,0.006205106991087214
57,2016-12-05T00:00:00.000,0.011620473092399684
58,2016-12-12T00:00:00.000,0.012899101199654019
59,2016-12-19T00:00:00.000,0.013613628671354974
60,2016-12-26T00:00:00.000,0.014929863487646203
61,2017-01-02T00:00:00.000,0.016546951976232564
62,2017-01-09T00:00:00.000,0.02448196758301681
63,2017-01-16T00:00:00.000,0.02876913241322252
64,2017-01-23T00:00:00.000,0.029746906848181723
65,2017-01-30T00:00:00.000,0.02722725734270994
66,2017-02-06T00:00:00.000,0.02752811101500509
67,2017-02-13T00:00:00.000,0.027302470760783723
68,2017-02-20T00:00:00.000,0.02677597683426724
69,2017-02-27T00:00:00.000,0.03147681546387876
70,2017-03-06T00:00:00.000,0.0332067240795758
71,2017-03-13T00:00:00.000,0.033695611297055394
72,2017-03-20T00:00:00.000,0.030198187356624426
73,2017-03-27T00:00:00.000,0.027114437215599266
74,2017-04-03T00:00:00.000,0.027114437215599266
75,2017-04-10T00:00:00.000,0.025572562145086686
76,2017-04-17T00:00:00.000,0.024256327328795464
77,2017-04-24T00:00:00.000,0.0259862359444925
78,2017-05-01T00:00:00.000,0.02632469632582453
79,2017-05-08T00:00:00.000,0.02639990974389831
80,2017-05-15T00:00:00.000,0.02515888834568087
81,2017-05-22T00:00:00.000,0.028054604941521566
82,2017-05-29T00:00:00.000,0.02643751645293521
83,2017-06-05T00:00:00.000,0.0259862359444925
84,2017-06-12T00:00:00.000,0.023729833402278973
85,2017-06-19T00:00:00.000,0.023805046820352754
86,2017-06-26T00:00:00.000,0.02267684554924599
87,2017-07-03T00:00:00.000,0.027114437215599266
88,2017-07-10T00:00:00.000,0.038847730435109626
89,2017-07-17T00:00:00.000,0.04185626715806101
90,2017-07-24T00:00:00.000,0.04226994095746682
91,2017-07-31T00:00:00.000,0.041367379940581414
92,2017-08-07T00:00:00.000,0.04121695310443384
93,2017-08-14T00:00:00.000,0.04599300515211914
94,2017-08-21T00:00:00.000,0.04937760896543944
95,2017-08-28T00:00:00.000,0.04689556616900456
96,2017-09-04T00:00:00.000,0.046030611861156034
97,2017-09-11T00:00:00.000,0.04606821857019293
98,2017-09-18T00:00:00.000,0.05381520063179272
99,2017-09-25T00:00:00.000,0.04520326426234442
100,2017-10-02T00:00:00.000,0.04896393516603363
101,2017-10-09T00:00:00.000,0.047760520476853086
102,2017-10-16T00:00:00.000,0.04689556616900456
103,2017-10-23T00:00:00.000,0.04727163325937349
104,2017-10-30T00:00:00.000,0.044112669700274526
105,2017-11-06T00:00:00.000,0.03952465119777368
106,2017-11-13T00:00:00.000,0.038847730435109626
107,2017-11-20T00:00:00.000,0.03779474258207664
108,2017-11-27T00:00:00.000,0.03775713587303976
109,2017-12-04T00:00:00.000,0.03535030649467866
110,2017-12-11T00:00:00.000,0.03550073333082622
111,2017-12-18T00:00:00.000,0.03662893460193299
112,2017-12-25T00:00:00.000,0.041066526268286274
113,2018-01-01T00:00:00.000,0.0447519837539017
114,2018-01-08T00:00:00.000,0.04588018502500847
115,2018-01-15T00:00:00.000,0.04527847768041819
116,2018-01-22T00:00:00.000,0.042006693994208574
117,2018-01-29T00:00:00.000,0.041593020194802766
118,2018-02-05T00:00:00.000,0.0356135534579369
119,2018-02-12T00:00:00.000,0.03835884321763003
120,2018-02-19T00:00:00.000,0.037268248655560166
121,2018-02-26T00:00:00.000,0.03839644992666692
122,2018-03-05T00:00:00.000,0.03685457485615434
123,2018-03-12T00:00:00.000,0.0385468767628145
124,2018-03-19T00:00:00.000,0.03335715091572336
125,2018-03-26T00:00:00.000,0.037080215110375694
126,2018-04-02T00:00:00.000,0.03343236433379715
127,2018-04-09T00:00:00.000,0.03907337068933098
128,2018-04-16T00:00:00.000,0.04580497160693468
129,2018-04-23T00:00:00.000,0.04580497160693468
130,2018-04-30T00:00:00.000,0.0438118160279794
131,2018-05-07T00:00:00.000,0.044488736790643454
132,2018-05-14T00:00:00.000,0.04309728855627844
133,2018-05-21T00:00:00.000,0.04956564251062391
134,2018-05-28T00:00:00.000,0.04900154187507051
135,2018-06-04T00:00:00.000,0.046632319205746314
136,2018-06-11T00:00:00.000,0.04896393516603363
137,2018-06-18T00:00:00.000,0.04885111503892295
138,2018-06-25T00:00:00.000,0.03441013876875636
139,2018-07-02T00:00:00.000,0.03651611447482231
140,2018-07-09T00:00:00.000,0.0418186604490241
141,2018-07-16T00:00:00.000,0.038622090180888274
142,2018-07-23T00:00:00.000,0.04922718212929188
143,2018-07-30T00:00:00.000,0.04321010868338912
144,2018-08-06T00:00:00.000,0.04821180098529579
145,2018-08-13T00:00:00.000,0.046557105787672526
146,2018-08-20T00:00:00.000,0.04918957542025498
147,2018-08-27T00:00:00.000,0.048775901620849174
148,2018-09-03T00:00:00.000,0.0500921364371404
149,2018-09-10T00:00:00.000,0.050280169982324846
