,Date,Close
0,2015-11-06T00:00:00.000,11.8
1,2015-11-09T00:00:00.000,11.76
2,2015-11-10T00:00:00.000,11.7
3,2015-11-11T00:00:00.000,11.65
4,2015-11-12T00:00:00.000,11.68
5,2015-11-13T00:00:00.000,11.62
6,2015-11-16T00:00:00.000,11.59
7,2015-11-17T00:00:00.000,11.72
8,2015-11-18T00:00:00.000,11.68
9,2015-11-19T00:00:00.000,11.53
10,2015-11-20T00:00:00.000,11.71
11,2015-11-23T00:00:00.000,11.61
12,2015-11-24T00:00:00.000,11.45
13,2015-11-25T00:00:00.000,11.54
14,2015-11-26T00:00:00.000,11.5
15,2015-11-27T00:00:00.000,11.78
16,2015-11-30T00:00:00.000,11.56
17,2015-12-01T00:00:00.000,11.54
18,2015-12-02T00:00:00.000,11.68
19,2015-12-03T00:00:00.000,12.03
20,2015-12-04T00:00:00.000,11.85
21,2015-12-07T00:00:00.000,12.73
22,2015-12-08T00:00:00.000,12.55
23,2015-12-09T00:00:00.000,12.47
24,2015-12-10T00:00:00.000,12.19
25,2015-12-11T00:00:00.000,12.11
26,2015-12-14T00:00:00.000,12.06
27,2015-12-15T00:00:00.000,12.03
28,2015-12-16T00:00:00.000,12.16
29,2015-12-17T00:00:00.000,11.97
30,2015-12-18T00:00:00.000,11.8
31,2015-12-21T00:00:00.000,11.91
32,2015-12-22T00:00:00.000,11.95
33,2015-12-23T00:00:00.000,12.24
34,2015-12-25T00:00:00.000,12.24
35,2015-12-28T00:00:00.000,12.16
36,2015-12-29T00:00:00.000,12.06
37,2015-12-30T00:00:00.000,11.76
38,2016-01-04T00:00:00.000,11.85
39,2016-01-05T00:00:00.000,11.97
40,2016-01-06T00:00:00.000,11.79
41,2016-01-07T00:00:00.000,11.5
42,2016-01-08T00:00:00.000,11.33
43,2016-01-11T00:00:00.000,11.5
44,2016-01-12T00:00:00.000,11.56
45,2016-01-13T00:00:00.000,11.41
46,2016-01-14T00:00:00.000,10.8
47,2016-01-15T00:00:00.000,10.22
48,2016-01-18T00:00:00.000,10.22
49,2016-01-19T00:00:00.000,10.22
50,2016-01-20T00:00:00.000,9.93
51,2016-01-21T00:00:00.000,9.9
52,2016-01-22T00:00:00.000,9.99
53,2016-01-25T00:00:00.000,9.91
54,2016-01-26T00:00:00.000,10.22
55,2016-01-27T00:00:00.000,10.11
56,2016-01-28T00:00:00.000,9.93
57,2016-01-29T00:00:00.000,9.88
58,2016-02-01T00:00:00.000,9.67
59,2016-02-02T00:00:00.000,9.69
60,2016-02-03T00:00:00.000,9.63
61,2016-02-04T00:00:00.000,9.87
62,2016-02-05T00:00:00.000,9.65
63,2016-02-08T00:00:00.000,9.11
64,2016-02-09T00:00:00.000,8.7
65,2016-02-10T00:00:00.000,8.76
66,2016-02-11T00:00:00.000,9.02
67,2016-02-12T00:00:00.000,8.85
68,2016-02-15T00:00:00.000,9.11
69,2016-02-16T00:00:00.000,8.85
70,2016-02-17T00:00:00.000,9.15
71,2016-02-18T00:00:00.000,10.16
72,2016-02-19T00:00:00.000,9.97
73,2016-02-22T00:00:00.000,10.1
74,2016-02-23T00:00:00.000,9.49
75,2016-02-24T00:00:00.000,9.33
76,2016-02-25T00:00:00.000,9.87
77,2016-02-26T00:00:00.000,9.98
78,2016-02-29T00:00:00.000,10.22
79,2016-03-01T00:00:00.000,10.45
80,2016-03-02T00:00:00.000,10.14
81,2016-03-03T00:00:00.000,9.79
82,2016-03-04T00:00:00.000,10.16
83,2016-03-07T00:00:00.000,10.13
84,2016-03-08T00:00:00.000,9.55
85,2016-03-09T00:00:00.000,9.51
86,2016-03-10T00:00:00.000,9.45
87,2016-03-11T00:00:00.000,9.41
88,2016-03-14T00:00:00.000,9.93
89,2016-03-15T00:00:00.000,9.92
90,2016-03-16T00:00:00.000,9.87
91,2016-03-17T00:00:00.000,9.79
92,2016-03-18T00:00:00.000,9.98
93,2016-03-21T00:00:00.000,9.99
94,2016-03-22T00:00:00.000,9.78
95,2016-03-23T00:00:00.000,10.23
96,2016-03-24T00:00:00.000,10.05
97,2016-03-29T00:00:00.000,9.7
98,2016-03-30T00:00:00.000,9.46
99,2016-03-31T00:00:00.000,9.4
100,2016-04-01T00:00:00.000,9.22
101,2016-04-04T00:00:00.000,9.47
102,2016-04-05T00:00:00.000,9.47
103,2016-04-06T00:00:00.000,9.58
104,2016-04-07T00:00:00.000,9.49
105,2016-04-08T00:00:00.000,9.6
106,2016-04-11T00:00:00.000,9.46
107,2016-04-12T00:00:00.000,9.5
108,2016-04-13T00:00:00.000,9.58
109,2016-04-14T00:00:00.000,9.51
110,2016-04-15T00:00:00.000,9.43
111,2016-04-18T00:00:00.000,9.49
112,2016-04-19T00:00:00.000,9.53
113,2016-04-20T00:00:00.000,9.55
114,2016-04-21T00:00:00.000,10.98
115,2016-04-22T00:00:00.000,10.68
116,2016-04-25T00:00:00.000,10.95
117,2016-04-26T00:00:00.000,11.09
118,2016-04-27T00:00:00.000,11.16
119,2016-04-28T00:00:00.000,11.06
120,2016-04-29T00:00:00.000,11.62
121,2016-05-02T00:00:00.000,11.85
122,2016-05-03T00:00:00.000,11.78
123,2016-05-04T00:00:00.000,11.74
124,2016-05-05T00:00:00.000,11.86
125,2016-05-06T00:00:00.000,11.76
126,2016-05-09T00:00:00.000,11.34
127,2016-05-10T00:00:00.000,10.93
128,2016-05-11T00:00:00.000,11.35
129,2016-05-12T00:00:00.000,11.5
130,2016-05-13T00:00:00.000,11.21
131,2016-05-17T00:00:00.000,11.21
132,2016-05-18T00:00:00.000,11.14
133,2016-05-19T00:00:00.000,11.09
134,2016-05-20T00:00:00.000,11.34
135,2016-05-23T00:00:00.000,11.39
136,2016-05-24T00:00:00.000,11.5
137,2016-05-25T00:00:00.000,11.5
138,2016-05-26T00:00:00.000,11.54
139,2016-05-27T00:00:00.000,11.88
140,2016-05-30T00:00:00.000,11.71
141,2016-05-31T00:00:00.000,11.71
142,2016-06-01T00:00:00.000,11.68
143,2016-06-02T00:00:00.000,11.67
