,Tanggal,Harga yang Diprediksi
0,2025-06-02T00:00:00.000,144.39166259765625
1,2025-06-03T00:00:00.000,143.34686279296875
2,2025-06-04T00:00:00.000,142.72596740722656
3,2025-06-05T00:00:00.000,142.29124450683594
4,2025-06-06T00:00:00.000,141.956787109375
5,2025-06-09T00:00:00.000,141.68800354003906
6,2025-06-10T00:00:00.000,141.46713256835938
7,2025-06-11T00:00:00.000,141.281982421875
8,2025-06-12T00:00:00.000,141.12265014648438
9,2025-06-13T00:00:00.000,140.980712890625
