,X_test (sequence),y_test
400,"0.5411,0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885",0.4732
401,"0.5411,0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732",0.4783
402,"0.5411,0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783",0.4678
403,"0.5269,0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678",0.4678
404,"0.5231,0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678",0.4759
405,"0.5119,0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759",0.479
406,"0.5136,0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479",0.4773
407,"0.5136,0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773",0.4763
408,"0.4939,0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763",0.4827
409,"0.4892,0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827",0.4773
410,"0.4892,0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773",0.4749
411,"0.4875,0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749",0.4698
412,"0.482,0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698",0.4746
413,"0.5112,0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746",0.4593
414,"0.4936,0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593",0.4651
415,"0.5187,0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651",0.4681
416,"0.5096,0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681",0.4644
417,"0.5112,0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644",0.4963
418,"0.5112,0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963",0.4613
419,"0.495,0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613",0.462
420,"0.4984,0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462",0.463
421,"0.498,0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463",0.446
422,"0.5024,0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446",0.446
423,"0.4807,0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446",0.4678
424,"0.4803,0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678",0.4644
425,"0.478,0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644",0.4264
426,"0.4899,0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264",0.4281
427,"0.5031,0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281",0.4281
428,"0.4885,0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281",0.4627
429,"0.4895,0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281,0.4627",0.4586
430,"0.5197,0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281,0.4627,0.4586",0.4746
431,"0.5123,0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281,0.4627,0.4586,0.4746",0.4641
432,"0.5146,0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281,0.4627,0.4586,0.4746,0.4641",0.4416
433,"0.5024,0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281,0.4627,0.4586,0.4746,0.4641,0.4416",0.4603
434,"0.5014,0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281,0.4627,0.4586,0.4746,0.4641,0.4416,0.4603",0.4471
435,"0.4556,0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281,0.4627,0.4586,0.4746,0.4641,0.4416,0.4603,0.4471",0.4036
436,"0.4559,0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281,0.4627,0.4586,0.4746,0.4641,0.4416,0.4603,0.4471,0.4036",0.3792
437,"0.4542,0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281,0.4627,0.4586,0.4746,0.4641,0.4416,0.4603,0.4471,0.4036,0.3792",0.3758
438,"0.462,0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281,0.4627,0.4586,0.4746,0.4641,0.4416,0.4603,0.4471,0.4036,0.3792,0.3758",0.3951
439,"0.4518,0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281,0.4627,0.4586,0.4746,0.4641,0.4416,0.4603,0.4471,0.4036,0.3792,0.3758,0.3951",0.3652
440,"0.4264,0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281,0.4627,0.4586,0.4746,0.4641,0.4416,0.4603,0.4471,0.4036,0.3792,0.3758,0.3951,0.3652",0.391
441,"0.4264,0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281,0.4627,0.4586,0.4746,0.4641,0.4416,0.4603,0.4471,0.4036,0.3792,0.3758,0.3951,0.3652,0.391",0.41
442,"0.4264,0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281,0.4627,0.4586,0.4746,0.4641,0.4416,0.4603,0.4471,0.4036,0.3792,0.3758,0.3951,0.3652,0.391,0.41",0.4189
443,"0.4264,0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281,0.4627,0.4586,0.4746,0.4641,0.4416,0.4603,0.4471,0.4036,0.3792,0.3758,0.3951,0.3652,0.391,0.41,0.4189",0.4189
444,"0.4196,0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281,0.4627,0.4586,0.4746,0.4641,0.4416,0.4603,0.4471,0.4036,0.3792,0.3758,0.3951,0.3652,0.391,0.41,0.4189,0.4189",0.4413
445,"0.4199,0.4199,0.422,0.4226,0.4291,0.4321,0.4413,0.4287,0.4352,0.4477,0.4464,0.4593,0.4593,0.4967,0.4885,0.4732,0.4783,0.4678,0.4678,0.4759,0.479,0.4773,0.4763,0.4827,0.4773,0.4749,0.4698,0.4746,0.4593,0.4651,0.4681,0.4644,0.4963,0.4613,0.462,0.463,0.446,0.446,0.4678,0.4644,0.4264,0.4281,0.4281,0.4627,0.4586,0.4746,0.4641,0.4416,0.4603,0.4471,0.4036,0.3792,0.3758,0.3951,0.3652,0.391,0.41,0.4189,0.4189,0.4413",0.4281
